digest,producer,creator,producer_folder,class,pre_path,post_path
"XRB6BJ4SUI4BCJFSCPSBSJZGJQGAWI2A","iTextSharp 4.0.5 (based on iText 2.0.5)","-","iTextSharp 4.0.5 (based on iText 2.0.5)","iText","output/by_producer/iTextSharp 4.0.5 (based on iText 2.0.5)/XRB6BJ4SUI4BCJFSCPSBSJZGJQGAWI2A_pre.pdf","output/by_producer/iTextSharp 4.0.5 (based on iText 2.0.5)/XRB6BJ4SUI4BCJFSCPSBSJZGJQGAWI2A_post.pdf"
"WYIDAT7X2DXYMKGRFAXDEAA2EJF23GRQ","Acrobat Distiller 5.0.5 (Windows)","Acrobat 5.0 Paper Capture Plug-in for Windows","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/WYIDAT7X2DXYMKGRFAXDEAA2EJF23GRQ_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/WYIDAT7X2DXYMKGRFAXDEAA2EJF23GRQ_post.pdf"
"R77SNILPJ5SSKNRBECOMST54VSPJ3RVT","Acrobat Distiller 4.0 for Windows","Microsoft Word 8.0","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/R77SNILPJ5SSKNRBECOMST54VSPJ3RVT_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/R77SNILPJ5SSKNRBECOMST54VSPJ3RVT_post.pdf"
"37RZ6AARR76UDY2JH4LRVGQBIPYUQ2A2","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/37RZ6AARR76UDY2JH4LRVGQBIPYUQ2A2_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/37RZ6AARR76UDY2JH4LRVGQBIPYUQ2A2_post.pdf"
"VBIAQQSSCXZFKZTBZCYGIU4IJTA54DCY","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 2.0 Nov 24 2008","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/VBIAQQSSCXZFKZTBZCYGIU4IJTA54DCY_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/VBIAQQSSCXZFKZTBZCYGIU4IJTA54DCY_post.pdf"
"ZBOY7WHWU4JUMTIM2RO2TCO5VONTYYE4","Acrobat Distiller 5.0 (Windows)","ACOMP.exe V010 23-MAR-99","Acrobat Distiller 5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0 (Windows)/ZBOY7WHWU4JUMTIM2RO2TCO5VONTYYE4_pre.pdf","output/by_producer/Acrobat Distiller 5.0 (Windows)/ZBOY7WHWU4JUMTIM2RO2TCO5VONTYYE4_post.pdf"
"D45G6SVN7QZSMYJOJGWLKE3MJ6DHTYY5","Unknown producer","HP 9100C Digital Sender","Unknown producer","Unknown","output/by_producer/Unknown producer/D45G6SVN7QZSMYJOJGWLKE3MJ6DHTYY5_pre.pdf","output/by_producer/Unknown producer/D45G6SVN7QZSMYJOJGWLKE3MJ6DHTYY5_post.pdf"
"RDQEO3IHCUXHQO3INBQKLFGDQOCQJ2QS","OpenOffice.org 2.3","Writer","OpenOffice.org 2.3","Unknown","output/by_producer/OpenOffice.org 2.3/RDQEO3IHCUXHQO3INBQKLFGDQOCQJ2QS_pre.pdf","output/by_producer/OpenOffice.org 2.3/RDQEO3IHCUXHQO3INBQKLFGDQOCQJ2QS_post.pdf"
"4P4SBCDNQWWUH5CI2KLPHVFIUV54ODLT","Adobe Photoshop for Windows -- Image Conversion Plug-in","Adobe Photoshop CS3 Windows","Adobe Photoshop for Windows -- Image Conversion Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Photoshop for Windows -- Image Conversion Plug-in/4P4SBCDNQWWUH5CI2KLPHVFIUV54ODLT_pre.pdf","output/by_producer/Adobe Photoshop for Windows -- Image Conversion Plug-in/4P4SBCDNQWWUH5CI2KLPHVFIUV54ODLT_post.pdf"
"GOHTUHFXHFLQENFPJ7LB5G55VNZTKH67","Acrobat Distiller 2.0 for Windows","-","Acrobat Distiller 2.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 2.0 for Windows/GOHTUHFXHFLQENFPJ7LB5G55VNZTKH67_pre.pdf","output/by_producer/Acrobat Distiller 2.0 for Windows/GOHTUHFXHFLQENFPJ7LB5G55VNZTKH67_post.pdf"
"4MXIGGV3UCFRYPPPQ4LGGB27K42PFGQV","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/4MXIGGV3UCFRYPPPQ4LGGB27K42PFGQV_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/4MXIGGV3UCFRYPPPQ4LGGB27K42PFGQV_post.pdf"
"CEANMN5G6I4ISNFSTYEX44YCLQ52GWCV","Acrobat Distiller 7.0.5 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/CEANMN5G6I4ISNFSTYEX44YCLQ52GWCV_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/CEANMN5G6I4ISNFSTYEX44YCLQ52GWCV_post.pdf"
"5IPJIVPM6LCPD36Z6TPNZNJQJNATZVNV","Acrobat Distiller 10.1.8 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 10.1.8 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 10.1.8 (Windows)/5IPJIVPM6LCPD36Z6TPNZNJQJNATZVNV_pre.pdf","output/by_producer/Acrobat Distiller 10.1.8 (Windows)/5IPJIVPM6LCPD36Z6TPNZNJQJNATZVNV_post.pdf"
"BZO3QEJ3CE2OQFGHA7ZD3CDOWHI543UM","Adobe PDF Library 8.0","Adobe InDesign CS3 (5.0.4)","Adobe PDF Library 8.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 8.0/BZO3QEJ3CE2OQFGHA7ZD3CDOWHI543UM_pre.pdf","output/by_producer/Adobe PDF Library 8.0/BZO3QEJ3CE2OQFGHA7ZD3CDOWHI543UM_post.pdf"
"MVB3NUAZBLEVULOZQYWDXHOLA46NEJXI","Acrobat Distiller 6.0.1 (Windows)","Acrobat PDFMaker 6.0 for Word","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/MVB3NUAZBLEVULOZQYWDXHOLA46NEJXI_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/MVB3NUAZBLEVULOZQYWDXHOLA46NEJXI_post.pdf"
"3KF674T52XCSSWUXJN6WRXYXLXBCQI3P","Acrobat Distiller 5.0.5 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/3KF674T52XCSSWUXJN6WRXYXLXBCQI3P_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/3KF674T52XCSSWUXJN6WRXYXLXBCQI3P_post.pdf"
"NKJZFXDHGHWNNHGULXM5PSPE7GWWUTR2","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/NKJZFXDHGHWNNHGULXM5PSPE7GWWUTR2_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/NKJZFXDHGHWNNHGULXM5PSPE7GWWUTR2_post.pdf"
"AKT2VCFHNFNLCVYCCSPWNM2TX2C2PGID","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/AKT2VCFHNFNLCVYCCSPWNM2TX2C2PGID_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/AKT2VCFHNFNLCVYCCSPWNM2TX2C2PGID_post.pdf"
"G55L6N2GWXAO25ORSIBERRGSISMUNVKC","Acrobat Distiller 9.3.3 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.3.3 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.3.3 (Windows)/G55L6N2GWXAO25ORSIBERRGSISMUNVKC_pre.pdf","output/by_producer/Acrobat Distiller 9.3.3 (Windows)/G55L6N2GWXAO25ORSIBERRGSISMUNVKC_post.pdf"
"QCZLJRXUA3KIQPMRQ4LSGYCNVTIK6PG4","Acrobat PDFWriter 4.05 for Windows NT","MV2489.doc - Microsoft Word","Acrobat PDFWriter 4.05 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/QCZLJRXUA3KIQPMRQ4LSGYCNVTIK6PG4_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/QCZLJRXUA3KIQPMRQ4LSGYCNVTIK6PG4_post.pdf"
"GMXUAMD4SJ3SI277ABZBVOOUHXVRMUPA","Acrobat Distiller 4.0 for Windows","-","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/GMXUAMD4SJ3SI277ABZBVOOUHXVRMUPA_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/GMXUAMD4SJ3SI277ABZBVOOUHXVRMUPA_post.pdf"
"CYXM4LWKACZDGNELK57MUBGVEYKQFW24","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 1c15 Aug 31 2005","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/CYXM4LWKACZDGNELK57MUBGVEYKQFW24_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/CYXM4LWKACZDGNELK57MUBGVEYKQFW24_post.pdf"
"S6CZ2JY6KSR26KFVFVISFAS2LMXFJOHO","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML","output/by_producer/PD4ML. HTML to PDF Converter for Java/S6CZ2JY6KSR26KFVFVISFAS2LMXFJOHO_pre.pdf","output/by_producer/PD4ML. HTML to PDF Converter for Java/S6CZ2JY6KSR26KFVFVISFAS2LMXFJOHO_post.pdf"
"MPKQ6XRS277ZF7HM3DLVBQZUYBG35GWC","Adobe LiveCycle Designer ES 8.2","Adobe LiveCycle Designer ES 8.2","Adobe LiveCycle Designer ES 8.2","Unknown","output/by_producer/Adobe LiveCycle Designer ES 8.2/MPKQ6XRS277ZF7HM3DLVBQZUYBG35GWC_pre.pdf","output/by_producer/Adobe LiveCycle Designer ES 8.2/MPKQ6XRS277ZF7HM3DLVBQZUYBG35GWC_post.pdf"
"DAMU2TVQKZEDZ6ZJN7NZBERHFU6I6ZZG","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/DAMU2TVQKZEDZ6ZJN7NZBERHFU6I6ZZG_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/DAMU2TVQKZEDZ6ZJN7NZBERHFU6I6ZZG_post.pdf"
"HWLEW7RJBOFKM7YCQA66Q2E5AHR63KG4","Acrobat PDFWriter 3.02 for Windows NT","-","Acrobat PDFWriter 3.02 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.02 for Windows NT/HWLEW7RJBOFKM7YCQA66Q2E5AHR63KG4_pre.pdf","output/by_producer/Acrobat PDFWriter 3.02 for Windows NT/HWLEW7RJBOFKM7YCQA66Q2E5AHR63KG4_post.pdf"
"LUNHY35RQQVKLPEN2LP52XDOP3KFLWRO","Acrobat Distiller 6.0 (Windows)","ArcInfo 9.2 (Sun Sep 17 16:05:34 PDT 2006)","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/LUNHY35RQQVKLPEN2LP52XDOP3KFLWRO_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/LUNHY35RQQVKLPEN2LP52XDOP3KFLWRO_post.pdf"
"TH7VW3EZP3WJRNKKPMJFNOEEJY5MXQ5A","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/TH7VW3EZP3WJRNKKPMJFNOEEJY5MXQ5A_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/TH7VW3EZP3WJRNKKPMJFNOEEJY5MXQ5A_post.pdf"
"KL6VJRI6EUVHA6S4QIIZ76GT5VIPPD5Y","Acrobat Distiller 7.0.5 for Macintosh","Adobe Acrobat 8.1 Combine Files","Acrobat Distiller 7.0.5 for Macintosh","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 for Macintosh/KL6VJRI6EUVHA6S4QIIZ76GT5VIPPD5Y_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 for Macintosh/KL6VJRI6EUVHA6S4QIIZ76GT5VIPPD5Y_post.pdf"
"AI4AB74IQJ5NS5YEJ7SWZSEICZWWXSVP","Acrobat 3.0 Scan Plug-in","Acrobat 3.0 Scan Plug-in","Acrobat 3.0 Scan Plug-in","Capture_Scan_Plugins","output/by_producer/Acrobat 3.0 Scan Plug-in/AI4AB74IQJ5NS5YEJ7SWZSEICZWWXSVP_pre.pdf","output/by_producer/Acrobat 3.0 Scan Plug-in/AI4AB74IQJ5NS5YEJ7SWZSEICZWWXSVP_post.pdf"
"JURJWHBJYQUR24R3TCPBVLLOFDBTQK5S","iText 2.1.0 (by lowagie.com)","-","iText 2.1.0 (by lowagie.com)","iText","output/by_producer/iText 2.1.0 (by lowagie.com)/JURJWHBJYQUR24R3TCPBVLLOFDBTQK5S_pre.pdf","output/by_producer/iText 2.1.0 (by lowagie.com)/JURJWHBJYQUR24R3TCPBVLLOFDBTQK5S_post.pdf"
"GKIGKIVD24PQYBUWILRPW2PXFZK3T363","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GKIGKIVD24PQYBUWILRPW2PXFZK3T363_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GKIGKIVD24PQYBUWILRPW2PXFZK3T363_post.pdf"
"WJFP7CI5XSOBSZZUQGR3FKMENNTPAKKC","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/WJFP7CI5XSOBSZZUQGR3FKMENNTPAKKC_pre.pdf","output/by_producer/Unknown producer/WJFP7CI5XSOBSZZUQGR3FKMENNTPAKKC_post.pdf"
"OWRQAAISWFPE42ZPHJ5XB75VRMPM7EGO","Pixel Translations (PIXPDF Ver.5.1.2)","-","Pixel Translations (PIXPDF Ver.5.1.2)","Unknown","output/by_producer/Pixel Translations (PIXPDF Ver.5.1.2)/OWRQAAISWFPE42ZPHJ5XB75VRMPM7EGO_pre.pdf","output/by_producer/Pixel Translations (PIXPDF Ver.5.1.2)/OWRQAAISWFPE42ZPHJ5XB75VRMPM7EGO_post.pdf"
"GLXEDNT3LDSIPA6BGJGFIUEXOBO4NRDE","Adobe Acrobat 9.0 Image Conversion Plug-in","Adobe Acrobat 9.0","Adobe Acrobat 9.0 Image Conversion Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 9.0 Image Conversion Plug-in/GLXEDNT3LDSIPA6BGJGFIUEXOBO4NRDE_pre.pdf","output/by_producer/Adobe Acrobat 9.0 Image Conversion Plug-in/GLXEDNT3LDSIPA6BGJGFIUEXOBO4NRDE_post.pdf"
"RCW53FS3M3LSRJVG4JZ5PGQ6OGNMMZRP","PDFlib+PDI 6.0.2p5 (Win32)","Arbortext 5","PDFlib+PDI 6.0.2p5 (Win32)","PDFlib_PDI","output/by_producer/PDFlib+PDI 6.0.2p5 (Win32)/RCW53FS3M3LSRJVG4JZ5PGQ6OGNMMZRP_pre.pdf","output/by_producer/PDFlib+PDI 6.0.2p5 (Win32)/RCW53FS3M3LSRJVG4JZ5PGQ6OGNMMZRP_post.pdf"
"HTWW3AUIV4LKXIRLIDXBWQG76WEUG26H","Acrobat Distiller 8.1.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/HTWW3AUIV4LKXIRLIDXBWQG76WEUG26H_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/HTWW3AUIV4LKXIRLIDXBWQG76WEUG26H_post.pdf"
"U5CA6R4P5ZCQELXPJW3N2OHTGXSHH5RH","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/U5CA6R4P5ZCQELXPJW3N2OHTGXSHH5RH_pre.pdf","output/by_producer/Microsoft® Office Word 2007/U5CA6R4P5ZCQELXPJW3N2OHTGXSHH5RH_post.pdf"
"KNB57BFSJINB7DC3WJQ452LPY5C7L7UL","Adobe PDF Library 10.0","Acrobat PDFMaker 10.1 for Word","Adobe PDF Library 10.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 10.0/KNB57BFSJINB7DC3WJQ452LPY5C7L7UL_pre.pdf","output/by_producer/Adobe PDF Library 10.0/KNB57BFSJINB7DC3WJQ452LPY5C7L7UL_post.pdf"
"VAYJSMYKM3T4PN4CBWA5ELI5EEWVRPTY","Xerox WCP C3545","-","Xerox WCP C3545","Capture_Scan_Plugins","output/by_producer/Xerox WCP C3545/VAYJSMYKM3T4PN4CBWA5ELI5EEWVRPTY_pre.pdf","output/by_producer/Xerox WCP C3545/VAYJSMYKM3T4PN4CBWA5ELI5EEWVRPTY_post.pdf"
"OAAZZPSDEIQQH4F3ND5HZDC7MTB4GXXU","GNU Ghostscript 7.06","PScript5.dll Version 5.2","GNU Ghostscript 7.06","Ghostscript","output/by_producer/GNU Ghostscript 7.06/OAAZZPSDEIQQH4F3ND5HZDC7MTB4GXXU_pre.pdf","output/by_producer/GNU Ghostscript 7.06/OAAZZPSDEIQQH4F3ND5HZDC7MTB4GXXU_post.pdf"
"AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET","Acrobat Distiller 7.0 (Windows)","Acrobat PDFMaker 7.0 for Word","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/AA7LE5CV3O4PNQJPJXH2W6ML2O44A2ET_post.pdf"
"C4C7ZVBASMN3KJOSFYD7Z6OSJZ2VL6SO","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/C4C7ZVBASMN3KJOSFYD7Z6OSJZ2VL6SO_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/C4C7ZVBASMN3KJOSFYD7Z6OSJZ2VL6SO_post.pdf"
"65UHUSAELNKVXUYGUXKY2JQLAKWINVC2","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/65UHUSAELNKVXUYGUXKY2JQLAKWINVC2_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/65UHUSAELNKVXUYGUXKY2JQLAKWINVC2_post.pdf"
"MNMNOYBE6LSE2QDETWHNV3TQWBUOYADX","Acrobat Distiller 5.0.5 (Windows)","-","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/MNMNOYBE6LSE2QDETWHNV3TQWBUOYADX_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/MNMNOYBE6LSE2QDETWHNV3TQWBUOYADX_post.pdf"
"JW44PKSPRUHPMGLASPIT273NOJ5EOU7X","Unknown producer","Canon","Unknown producer","Unknown","output/by_producer/Unknown producer/JW44PKSPRUHPMGLASPIT273NOJ5EOU7X_pre.pdf","output/by_producer/Unknown producer/JW44PKSPRUHPMGLASPIT273NOJ5EOU7X_post.pdf"
"6GHFGNIZJZWEVRNG4J5ILE62VJ3PUURO","JAWS PDFLib","activePDF Server","JAWS PDFLib","Unknown","output/by_producer/JAWS PDFLib/6GHFGNIZJZWEVRNG4J5ILE62VJ3PUURO_pre.pdf","output/by_producer/JAWS PDFLib/6GHFGNIZJZWEVRNG4J5ILE62VJ3PUURO_post.pdf"
"M6C6DEQ5LEULRCOK2LEADJ3AX3522H3E","Adobe Acrobat 10.18 Paper Capture Plug-in","WIA-fi-6770dj","Adobe Acrobat 10.18 Paper Capture Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 10.18 Paper Capture Plug-in/M6C6DEQ5LEULRCOK2LEADJ3AX3522H3E_pre.pdf","output/by_producer/Adobe Acrobat 10.18 Paper Capture Plug-in/M6C6DEQ5LEULRCOK2LEADJ3AX3522H3E_post.pdf"
"RRANJ75ZAZCFUGZ32P2DOPAJJRK7L3EG","Adobe PDF Library 9.0","Acrobat PDFMaker 9.0 for Word","Adobe PDF Library 9.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 9.0/RRANJ75ZAZCFUGZ32P2DOPAJJRK7L3EG_pre.pdf","output/by_producer/Adobe PDF Library 9.0/RRANJ75ZAZCFUGZ32P2DOPAJJRK7L3EG_post.pdf"
"IOU2IMTASMHXQWTXMFXUBR2DC2YAQG3W","Acrobat PDFWriter 4.05 for Windows NT","CN024_01.tif - Imaging Preview","Acrobat PDFWriter 4.05 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/IOU2IMTASMHXQWTXMFXUBR2DC2YAQG3W_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/IOU2IMTASMHXQWTXMFXUBR2DC2YAQG3W_post.pdf"
"3G2C6NNZ42WCE3GQ2SREVI2FQIJMQTVT","Adobe Acrobat 10.17 Paper Capture Plug-in","Dell 2335dn MFP","Adobe Acrobat 10.17 Paper Capture Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 10.17 Paper Capture Plug-in/3G2C6NNZ42WCE3GQ2SREVI2FQIJMQTVT_pre.pdf","output/by_producer/Adobe Acrobat 10.17 Paper Capture Plug-in/3G2C6NNZ42WCE3GQ2SREVI2FQIJMQTVT_post.pdf"
"6MPUNFSLSFKNLOGE2I6WRELWSJOF27UK","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/6MPUNFSLSFKNLOGE2I6WRELWSJOF27UK_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/6MPUNFSLSFKNLOGE2I6WRELWSJOF27UK_post.pdf"
"GTB3EZFGUHRQV757YXZIRJW4C6CCYGJT","Mac OS X 10.5.5 Quartz PDFContext","PScript5.dll Version 5.2","Mac OS X 10.5.5 Quartz PDFContext","MacOS_X_Quartz","output/by_producer/Mac OS X 10.5.5 Quartz PDFContext/GTB3EZFGUHRQV757YXZIRJW4C6CCYGJT_pre.pdf","output/by_producer/Mac OS X 10.5.5 Quartz PDFContext/GTB3EZFGUHRQV757YXZIRJW4C6CCYGJT_post.pdf"
"P75PT46UN56V2ZSIQXVOXK4ILE4ZLOSZ","Acrobat Distiller 11.0 (Windows)","Arbortext Advanced Print Publisher 9.0.114/W Unicode","Acrobat Distiller 11.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 11.0 (Windows)/P75PT46UN56V2ZSIQXVOXK4ILE4ZLOSZ_pre.pdf","output/by_producer/Acrobat Distiller 11.0 (Windows)/P75PT46UN56V2ZSIQXVOXK4ILE4ZLOSZ_post.pdf"
"X3TAMFMWC3XPXVVNEVQVEKRWH7NDDESN","Adobe Acrobat Pro 11.0.3","Adobe Acrobat Pro 11.0.3","Adobe Acrobat Pro 11.0.3","Unknown","output/by_producer/Adobe Acrobat Pro 11.0.3/X3TAMFMWC3XPXVVNEVQVEKRWH7NDDESN_pre.pdf","output/by_producer/Adobe Acrobat Pro 11.0.3/X3TAMFMWC3XPXVVNEVQVEKRWH7NDDESN_post.pdf"
"WG4X6OKEVAXGV5SRWF2GVU7BEKZYVTK5","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/WG4X6OKEVAXGV5SRWF2GVU7BEKZYVTK5_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/WG4X6OKEVAXGV5SRWF2GVU7BEKZYVTK5_post.pdf"
"2RE7KOL5KV5FFCUG6CYUVEFF4KIUZN2V","QuarkXPress(R) 7.3","QuarkXPress(R) 7.3","QuarkXPress(R) 7.3","Unknown","output/by_producer/QuarkXPress(R) 7.3/2RE7KOL5KV5FFCUG6CYUVEFF4KIUZN2V_pre.pdf","output/by_producer/QuarkXPress(R) 7.3/2RE7KOL5KV5FFCUG6CYUVEFF4KIUZN2V_post.pdf"
"46QMULSFORX2CQ75FYZAEACXSD7AJKPG","Acrobat PDFWriter 5.0 for Windows NT","SOVC Preview","Acrobat PDFWriter 5.0 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/46QMULSFORX2CQ75FYZAEACXSD7AJKPG_pre.pdf","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/46QMULSFORX2CQ75FYZAEACXSD7AJKPG_post.pdf"
"R345PQR6366VJ25LZJUWVIWDKKLEDPUY","Acrobat 5.0 Scan Plug-in for Windows","Acrobat 5.0 Scan Plug-in for Windows","Acrobat 5.0 Scan Plug-in for Windows","Capture_Scan_Plugins","output/by_producer/Acrobat 5.0 Scan Plug-in for Windows/R345PQR6366VJ25LZJUWVIWDKKLEDPUY_pre.pdf","output/by_producer/Acrobat 5.0 Scan Plug-in for Windows/R345PQR6366VJ25LZJUWVIWDKKLEDPUY_post.pdf"
"OB5K37VVGHIEXSQPWFJBU7NZA5OEKAOO","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/OB5K37VVGHIEXSQPWFJBU7NZA5OEKAOO_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/OB5K37VVGHIEXSQPWFJBU7NZA5OEKAOO_post.pdf"
